ID;Geschlecht;Tonlage;Klang;Lautstaerke;Sprache;Gespraechsorientierung;Anrede;Satzpause;Sprechgeschwindigkeit;Satzlaenge;Ausdruck;alternative Keywords
490;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
491;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
492;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
493;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
494;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
495;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
496;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
497;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
498;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
499;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
500;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
501;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
502;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
503;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
504;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
505;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
506;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
507;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
508;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
509;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
510;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
511;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
512;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
513;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
514;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
515;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
516;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
517;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
518;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
519;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
520;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
521;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
522;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
523;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
524;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
525;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
526;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
527;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
528;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
529;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
530;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
531;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
532;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
533;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
534;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
535;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
536;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
537;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
538;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
539;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
540;maennlich;tief;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
541;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
542;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
543;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
544;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
545;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
546;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
547;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
548;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
549;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
550;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
551;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
552;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
553;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
554;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
555;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
556;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
557;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
558;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
559;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
560;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
561;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
562;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
563;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
564;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
565;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
566;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
567;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
568;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
569;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
570;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
571;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
572;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
573;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
574;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
575;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
576;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
577;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
578;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
579;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
580;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
581;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
582;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
583;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
584;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
585;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
586;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
587;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
588;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
589;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
590;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
591;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
592;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
593;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
594;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
595;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
596;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
597;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
598;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
599;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
600;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
601;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
602;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
603;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
604;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
605;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
606;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
607;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
608;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
609;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
610;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
611;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
612;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
613;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
614;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
615;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
616;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
617;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
618;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
619;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
620;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
621;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
622;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
623;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
624;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
625;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
626;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
627;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
628;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;nein;
629;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
630;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
631;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
632;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
633;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
634;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
635;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
636;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
637;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
638;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
639;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
640;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
641;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
642;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
643;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
644;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
645;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
646;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
647;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
648;maennlich;tief;natuerlich;3;Englisch;Aufgaben orientiert;Du;kurz;langsam;vereinfacht;ja;
649;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
650;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
651;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
652;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
653;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
654;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
655;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
656;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
657;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
658;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
659;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
660;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
661;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
662;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
663;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
664;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
665;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
666;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
667;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
668;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
669;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
670;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
671;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
672;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
673;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
674;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
675;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
676;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
677;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
678;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
679;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
680;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
681;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
682;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
683;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
684;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
685;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
686;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
687;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
688;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
689;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
690;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
691;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
692;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
693;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
694;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
695;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
696;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
697;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
698;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
699;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
700;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
701;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
702;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
703;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
704;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
705;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
706;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
707;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
708;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
709;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
710;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
711;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
712;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
713;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
714;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
715;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
716;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
717;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
718;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
719;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
720;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;ja;
721;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
722;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
723;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
724;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
725;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
726;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
727;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
728;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
729;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
730;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
731;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
732;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
733;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
734;maennlich;normal;natuerlich;3;Deutsch;Aufgaben orientiert;Du;kurz;durchschnittlich;normal;nein;
