ID;Geschlecht;Tonlage;Klang;Lautstärke;Sprache;Gesprächsorientierung;Anrede;alternative Keywords;Satzpause;Sprechgeschwindigkeit;Satzlänge;Ausdruck
508;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
509;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
510;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
511;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
512;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
513;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
514;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
515;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
516;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
517;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
518;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
519;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
520;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
521;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
522;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
523;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
524;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
525;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
526;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
527;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
528;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
529;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
530;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
531;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
532;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
533;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
534;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
535;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
536;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
537;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
538;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
539;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
540;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
541;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
542;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
543;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
544;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
545;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
546;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
547;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
548;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
549;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
550;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
551;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
552;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
553;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
554;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
555;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
556;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
557;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
558;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
559;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
560;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
561;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
562;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
563;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
564;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
565;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
566;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
567;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
568;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
569;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
570;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
571;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
572;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
573;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
574;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
575;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
576;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
